,Stability,Method,Denominator Distance,Explanation Distance
0,112.69014739990234,grad,0.8182035,92.20347595214844
1,1184.466552734375,grad,0.771854,914.2352294921875
2,150.61849975585938,grad,0.5397922,81.30268859863281
3,455.8304138183594,grad,0.87486666,398.79083251953125
4,879.2927856445312,grad,0.54385835,478.2107238769531
5,1316.3868408203125,grad,0.60232437,792.891845703125
6,416.8138427734375,grad,0.58649856,244.46072387695312
7,1247.9283447265625,grad,0.7938823,990.7081909179688
8,547.030029296875,grad,0.75072724,410.67034912109375
9,525.5192260742188,grad,0.7543353,396.4176940917969
10,844.472412109375,grad,0.8744071,738.4126586914062
11,1329.319580078125,grad,0.6331146,841.611572265625
12,908.0394897460938,grad,0.7030265,638.3757934570312
13,1205.9716796875,grad,0.9052546,1091.71142578125
14,1179.235595703125,grad,0.67485607,795.8142700195312
15,1416.9390869140625,grad,0.76275694,1080.7801513671875
16,1173.131103515625,grad,0.58132577,681.9713134765625
17,1289.0592041015625,grad,0.60098565,774.7060546875
18,140.98492431640625,grad,0.77270526,108.93978881835938
19,1157.0257568359375,grad,0.71368647,825.753662109375
20,377.1061706542969,grad,0.6380309,240.6053924560547
21,809.8300170898438,grad,0.74538153,603.63232421875
22,1011.233642578125,grad,0.88838065,898.3604125976562
23,841.0597534179688,grad,0.7150102,601.3663330078125
24,1052.8463134765625,grad,0.6458442,679.9746704101562
25,1026.948486328125,grad,0.6805221,698.8611450195312
26,810.2941284179688,grad,0.628664,509.40277099609375
27,1257.9735107421875,grad,0.77348506,973.0237426757812
28,1152.54052734375,grad,0.7310037,842.5113525390625
29,511.09539794921875,grad,0.7455266,381.03521728515625
30,954.0552978515625,grad,0.59229016,565.0775756835938
31,722.2515869140625,grad,0.7210229,520.7599487304688
32,1196.55712890625,grad,0.59234625,708.776123046875
33,1165.07373046875,grad,0.6785652,790.5784912109375
34,1012.0652465820312,grad,0.6036047,610.8873291015625
35,167.0089874267578,grad,7.6424956e-05,0.012763654813170433
36,482.6118469238281,grad,0.6749385,325.7333068847656
37,1144.2457275390625,grad,0.78604954,899.433837890625
38,1409.4588623046875,grad,0.7636475,1076.3297119140625
39,1514.251953125,grad,0.9167548,1388.19775390625
40,1181.1280517578125,grad,0.7311584,863.5916748046875
41,1182.787109375,grad,0.67383105,796.9986572265625
42,1212.2659912109375,grad,0.7750095,939.5177001953125
43,1228.4986572265625,grad,0.73448986,902.3197631835938
44,735.191162109375,grad,0.61041796,448.7738952636719
45,1288.426025390625,grad,0.5555493,715.7841796875
46,44.781005859375,grad,0.75311565,33.725276947021484
47,1219.1737060546875,grad,0.7758365,945.8794555664062
48,778.83642578125,grad,0.7330812,570.9503784179688
49,1184.8409423828125,grad,0.66806483,791.550537109375
50,1481.759521484375,grad,0.8852117,1311.6708984375
51,1364.188720703125,grad,0.7658423,1044.75341796875
52,1093.4935302734375,grad,0.80489457,880.1470336914062
53,849.9075927734375,grad,0.59732795,507.6735534667969
54,1115.0977783203125,grad,0.57062465,636.3023071289062
55,999.0845947265625,grad,0.69519484,694.5584716796875
56,475.99859619140625,grad,0.8185526,389.6298828125
57,1179.473876953125,grad,0.69134635,815.4249267578125
58,870.7312622070312,grad,0.6241591,543.474853515625
59,1318.7340087890625,grad,0.87668586,1156.115478515625
60,1115.7938232421875,grad,0.7381112,823.5799560546875
61,711.6340942382812,grad,0.61226356,435.7076416015625
62,1203.11474609375,grad,0.7923077,953.2369995117188
63,454.8383483886719,grad,0.7192478,327.1414794921875
64,1186.868896484375,grad,0.6551841,777.6176147460938
65,1060.570556640625,grad,0.653247,692.8145141601562
66,1306.806640625,grad,0.63850814,834.4066772460938
67,1416.51123046875,grad,0.75693595,1072.208251953125
68,854.3208618164062,grad,0.62249655,531.811767578125
69,1204.662109375,grad,0.46742958,563.0947265625
70,1222.001220703125,grad,1.0193807,1245.6844482421875
71,1129.149169921875,grad,0.6845517,772.9609985351562
72,1019.0413818359375,grad,0.62747097,639.4188842773438
73,781.2388305664062,grad,0.6186036,483.27716064453125
74,461.4715576171875,grad,0.5618698,259.28692626953125
75,1101.6512451171875,grad,0.7539304,830.568359375
76,953.3140869140625,grad,0.7833551,746.783447265625
77,862.9865112304688,grad,0.8537666,736.7890625
78,642.4865112304688,grad,0.71192414,457.40167236328125
79,1256.5618896484375,grad,0.8628899,1084.2745361328125
80,52.268585205078125,grad,0.76092577,39.77251434326172
81,1366.349853515625,grad,0.73588806,1005.4805297851562
82,1253.560791015625,grad,0.77403265,970.2969970703125
83,649.7734375,grad,0.84214914,547.2061157226562
84,1248.5308837890625,grad,0.7749799,967.5863037109375
85,771.4949340820312,grad,0.8106662,625.4248657226562
86,1221.0723876953125,grad,0.87908953,1073.4320068359375
87,890.0939331054688,grad,0.5435592,483.8187561035156
88,1274.674072265625,grad,0.5540316,706.209716796875
89,760.1952514648438,grad,0.70975524,539.5525512695312
90,921.073486328125,grad,0.8042955,740.8152465820312
91,1346.615234375,grad,0.7714208,1038.8070068359375
92,368.9259948730469,grad,0.5988364,220.9263153076172
93,343.88787841796875,grad,0.6989017,240.3438262939453
94,1267.142333984375,grad,0.728141,922.6582641601562
95,1082.994140625,grad,0.5623366,609.0072631835938
96,504.7802429199219,grad,0.7120637,359.4356994628906
97,1271.5068359375,grad,0.68800277,874.8002319335938
98,877.8435668945312,grad,0.8035155,705.3609008789062
99,1393.47705078125,grad,0.9438459,1315.2276611328125
100,288.339705495858,ig,0.8182035,235.92055877861475
101,497.05591715292655,ig,0.771854,383.6545896281462
102,280.2667220456161,ig,0.5397922,151.28578489164883
103,515.7946946336868,ig,0.87486666,451.25158401436113
104,493.32279235395185,ig,0.54385835,268.2977195331679
105,564.6474926338391,ig,0.60232437,340.10094333574426
106,387.98642976950697,ig,0.58649856,227.55348178563008
107,489.11611145383966,ig,0.7938823,388.300628610178
108,523.6428336627237,ig,0.75072724,393.1129373086815
109,517.5338217955083,ig,0.7543353,390.39402256435375
110,327.716078808029,ig,0.8744071,286.55727022260464
111,552.0446763969873,ig,0.6331146,349.50753141767734
112,554.4588342813955,ig,0.7030265,389.79923897807174
113,518.9031600404558,ig,0.9052546,469.73947384326146
114,552.2510838233383,ig,0.67485607,372.68999426192664
115,651.4538657953389,ig,0.76275694,496.9009596373601
116,585.384847244748,ig,0.58132577,340.29929673396055
117,516.5083658091717,ig,0.60098565,310.4141140182531
118,297.194041321905,ig,0.77270526,229.64339806036284
119,477.9048269565929,ig,0.71368647,341.07420713871727
120,385.6030645665683,ig,0.6380309,246.02666518039774
121,600.4067870681425,ig,0.74538153,447.53213202865123
122,406.54196284285825,ig,0.88838065,361.1640118633136
123,546.8748766437424,ig,0.7150102,391.02112901854593
124,414.6805354420345,ig,0.6458442,267.8190274241585
125,402.29227744994097,ig,0.6805221,273.76877912233937
126,550.1543784989368,ig,0.628664,345.8622614052354
127,691.8161263275955,ig,0.77348506,535.1094410991584
128,474.9002503100864,ig,0.7310037,347.1538409086891
129,508.29750850119933,ig,0.7455266,378.9493193018031
130,565.5680287996959,ig,0.59229016,334.9803799880744
131,565.3331903048337,ig,0.7210229,407.61817855550817
132,590.5555482781107,ig,0.59234625,349.81336503622236
133,439.3392105398223,ig,0.6785652,298.12030108820926
134,528.7018330141644,ig,0.6036047,319.12689773910273
135,357.4831268691957,ig,0.80638367,288.2685555849216
136,434.54907920285575,ig,0.6749385,293.29390366206087
137,623.8058903794181,ig,0.78604954,490.34233618331734
138,607.8514459859912,ig,0.7636475,464.1842350928518
139,784.3091528016927,ig,0.9167548,719.0191665540722
140,449.81646358075795,ig,0.7311584,328.88707489284093
141,549.8690511207716,ig,0.67383105,370.51883767496247
142,611.1882604108235,ig,0.7750095,473.67671599198906
143,569.2791759950046,ig,0.73448986,418.1297812245943
144,525.791662809324,ig,0.61041796,320.95267528771444
145,543.2364203589498,ig,0.5555493,301.7946258629225
146,218.71598026419642,ig,0.75311565,164.71842851510587
147,610.1510940788442,ig,0.7758365,473.3775059874477
148,541.0427681690741,ig,0.7330812,396.628293416683
149,506.2782368269348,ig,0.66806483,338.2266855790469
150,668.2945085475397,ig,0.8852117,591.5821221297282
151,562.7218836571515,ig,0.7658423,430.9562320702916
152,696.2601283189459,ig,0.80489457,560.4159941795427
153,504.95439012338227,ig,0.59732795,301.62336949238033
154,512.1934546466027,ig,0.57062465,292.2702105465572
155,564.5691735024561,ig,0.69519484,392.48557648542203
156,531.2333790623675,ig,0.8185526,434.84247068157083
157,447.2166907132622,ig,0.69134635,309.18162559051893
158,517.5460187284519,ig,0.6241591,323.0310560530324
159,537.0048172556953,ig,0.87668586,470.78452884394954
160,594.8824812580775,ig,0.7381112,439.0894208799494
161,520.4112433008364,ig,0.61226356,318.6288406409722
162,510.7464313828144,ig,0.7923077,404.6683175046248
163,439.16293650038654,ig,0.7192478,315.8669838213735
164,521.0073306907664,ig,0.6551841,341.3557139135878
165,551.6332641795201,ig,0.653247,360.35277425630716
166,603.7036832668929,ig,0.63850814,385.46971654222887
167,630.5766748423507,ig,0.75693595,477.30615700117454
168,320.9929433152085,ig,0.62249655,199.81699828414312
169,533.6798332032569,ig,0.46742958,249.4577393837026
170,497.7027449899892,ig,1.0193807,507.34856693949945
171,459.528002143007,ig,0.6845517,314.57068234849936
172,538.3665845355706,ig,0.62747097,337.8094030969269
173,498.4921270407735,ig,0.6186036,308.369017953742
174,430.4154056525546,ig,0.5618698,241.83741792999706
175,603.1556508488937,ig,0.7539304,454.73737500351564
176,371.7218259470964,ig,0.7833551,291.1901943983186
177,630.1629951664185,ig,0.8537666,538.0121305325994
178,538.0897365230757,ig,0.71192414,383.07907059514224
179,554.0664813744183,ig,0.8628899,478.09836289551873
180,231.40875114487412,ig,0.76092577,176.08488210473718
181,656.7582019202971,ig,0.73588806,483.30052166657936
182,586.3169005493035,ig,0.77403265,453.82842566627363
183,611.8250827237426,ig,0.84214914,515.2479662982807
184,488.31977726840137,ig,0.7749799,378.4380069758082
185,293.41363246107835,ig,0.8106662,237.86051548202647
186,481.1589117000929,ig,0.87908953,422.9817636023979
187,311.251808823922,ig,0.5435592,169.1837822143413
188,558.748012055154,ig,0.5540316,309.56406097638364
189,264.43998944856446,ig,0.70975524,187.68766867139885
190,662.0755931730646,ig,0.8042955,532.5044071738024
191,688.0611605160037,ig,0.7714208,530.7846749614567
192,372.9911175323199,ig,0.5988364,223.3606662483604
193,422.03136014188993,ig,0.6989017,294.95844049833704
194,662.344570664635,ig,0.728141,482.2802445243197
195,395.85852841419864,ig,0.5623366,222.605748318889
196,454.32779187707587,ig,0.7120637,323.51034201899273
197,498.9425092375392,ig,0.68800277,343.27382602061624
198,338.6279415539501,ig,0.8035155,272.09279769582974
199,593.6662486011867,ig,0.9438459,560.3294711642499
